Index,restaurant_name,restaurant_category,restaurant_description,restaurant_rating,restaurant_comment_number,restaurant_price_range,restaurant_location,restaurant_services
0,Prima Pasta,Italian restaurant,,4.2,567 Google reviews,££,"R. da Madalena, 1100-318 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Food Corner Marlene Vieira,Portuguese restaurant,,4.2,371 Google reviews,££,"Time Out Market, Av. 24 de Julho, 1200-479 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,BarAlto,Restaurant,,4.3,219 Google reviews,,"R. do Diário de Notícias 31, 1200-141 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Mercado - Simply Portuguese,Restaurant,,3.7,57 Google reviews,,"R. de São Pedro de Alcântara 35, 1250-237 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Allfama Portuguese Cuisine,Portuguese restaurant,,4.1,482 Google reviews,,"Rua do Paraíso 112, 1100-445 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Restaurante Faz Figura Portugal Wine & Food,Traditional restaurant,"Contemporary Portuguese dishes in a modern setting with a bar, terrace & panoramic river views.",4.2,584 Google reviews,£££,"Rua do Paraíso 15B, 1100-395 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Figus,€€,,"4,2",858 comentários no Google,€€,"Praça da Figueira 17, 1100-241 Lisboa","['Comer no local', 'Take away']"
0,Allfama Too,Restaurante,,"4,0",253 comentários no Google,,"Largo de São Rafael 2, 1100-117 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Restaurante IL Carpaccio,Restaurante,,"2,6",109 comentários no Google,,"R. dos Correeiros 153, 1100-619 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Café Buenos Aires,€€€,,"4,3",799 comentários no Google,€€€,"Calçada do Duque 31B, 1200-155 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Casanova,€€,,"4,5",2 936 comentários no Google,€€,"Av. Infante Dom Henrique Loja 7, 1900-264 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,3 Amigos,Restaurante mexicano,,"4,4",163 comentários no Google,,"R. do Telhal 89D, 1150-150 Lisboa","['Comer no local', 'Take away']"
0,Santa Clara dos Cogumelos,€€,,"4,7",641 comentários no Google,€€,"Mercado de Santa Clara, Campo de Santa Clara, 1100-472 Lisboa","['Comer no local', 'Não faz entregas']"
0,Gurkha,€€,,"4,5",438 comentários no Google,€€,"R. de São Bento 318, 1200-817 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Claras em Castelo,€€,,"4,7",544 comentários no Google,€€,"R. Bartolomeu de Gusmão 31, 1100-078 Lisboa","['Comer no local', 'Não faz entregas']"
0,Taste of Pakistan,€,,"4,4",264 comentários no Google,€,"R. de São Pedro Mártir 46, 1100-528 Lisboa","['Comer no local', 'Take away']"
0,Tavares,€€€€,,"4,3",98 comentários no Google,€€€€,"R. da Misericórdia 37 R/C, 1200-270 Lisboa",
0,Floresta do Salitre,€€,,"4,4",295 comentários no Google,€€,"R. do Salitre 42D, 1250-096 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Solar 31 da Calçada,€€,,"4,5",1 297 comentários no Google,€€,"Calçada Garcia 31, 1150-169 Lisboa","['Comer no local', 'Take away', 'Entrega sem contacto']"
0,Chú-Chú,€€,,"4,2",938 comentários no Google,€€,"R. de Santa Marta N 31 D E, 1150-292 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,New Himalaia,Indian restaurant,,4.3,559 Google reviews,£,"R. São José 105, 1150-322 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Peixe na Avenida,Restaurant,,4,45 Google reviews,,"R. da Conceição da Glória 6, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,In Bocca Al Lupo,Pizza restaurant,,4.3,528 Google reviews,££,"R. Manuel Bernardes 5, 1200-009 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
0,Sála de João Sá,Restaurant,,4.7,214 Google reviews,,"Rua dos Bacalhoeiros 103, 1100-068 Lisboa, Portugal",['Dine-in']
0,Sacramento do Chiado,Restaurant,"Bright, contemporary restaurant, cafe & bar with a Portuguese menu in 18th-century palace stables.",4.4,"1,587 Google reviews",££,"Calçada do Sacramento 40 a 46, 1200-394 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,O Carvoeiro,Restaurant,,4.1,335 Google reviews,££,"Calçada de São Vicente 70, 1100-608 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Bem-Haja Lisboa,Portuguese restaurant,,4.2,213 Google reviews,££,"R. Marcos Portugal 3, 1200-246 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,BouBou's,Restaurant,,4.5,317 Google reviews,,"R. Monte Olivete 32A, 1200-280 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No delivery']"
0,BOA-BAO,€€€,,"4,4",3 621 comentários no Google,€€€,"Largo Rafael Bordalo Pinheiro 30, 1200-369 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Bengal,€,,"4,2",204 comentários no Google,€,"R. do Benformoso 157, 1100-084 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Esperança,€€,,"4,3",289 comentários no Google,€€,"R. do Norte 95, 1200-284 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Restaurante Grill D. Fernando,Restaurante,,"4,4",21 comentários no Google,,"R. Castilho 11, 1250-072 Lisboa","['Comer no local', 'Não faz entregas']"
0,BAMBU RESTAURANTE VIETNAMITA,€,,"4,5",353 comentários no Google,€,"R. do Salitre 38, 1250-144 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Arcaz Velho,€€,,"4,0",408 comentários no Google,€€,"Calçada do Forte 56, 1100-256 Lisboa","['Comer no local', 'Com recolha móvel', 'Entrega sem contacto']"
0,Alcântara 50,Restaurant,,4.7,482 Google reviews,,"R. Vieira da Silva 50, 1350-187 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Cais da Pedra,€€,,"4,1",812 comentários no Google,€€,"Armazem B, loja 9, Av. Infante Dom Henrique, 1900-264 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Pho Pu,€,,"4,1",918 comentários no Google,€,"R. do Benformoso 76, 1100-394 Lisboa","['Comer no local', 'Take away']"
0,Pastaria,Restaurant,,4.9,218 Google reviews,££,"Largo Santa Bárbara 8f, 1150-287 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Cantinho do Aziz,African restaurant,"Low-key eatery dishing up African dishes, including vegetarian meals, seafood & desserts.",4.1,"2,269 Google reviews",££,"R. de São Lourenço 5, 1100-530 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
0,O Chefe e o Mar,Seafood restaurant,,4.5,189 Google reviews,,"R. Convento da Encarnação 1, 1150-169 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Cafeh Tehran,Middle Eastern restaurant,,4.6,443 Google reviews,££,"Praça das Flores 40, 1200-192 Lisboa, Portugal",
0,Tambarina,Restaurant,"Traditional African dishes & imported beer offered in no-nonsense, compact quarters.",4.3,349 Google reviews,£,"R. do Poço dos Negros 94, 1200-109 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Madragoa Vinhos e Petiscos,Restaurant,,4.1,115 Google reviews,££,"Rua da Esperança 156, 1200-656 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Alto do Bairro,Tapas restaurant,,4.8,59 Google reviews,,"Tv. Mercês n 6 A, 1200-268 Lisboa, Portugal",
0,Audrey´s,€€,,"4,4",549 comentários no Google,€€,"R. de Santiago 13, 1100-494 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Noobai - Rooftop Bar e Restaurante,€€,,"4,3",2 439 comentários no Google,€€,"Miradouro de Santa Catarina (Adamastor, 1200-401 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Ganesha Palace,€€,,"4,3",546 comentários no Google,€€,"Av. Álvares Cabral 48, 1250-018 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Pizzaria Lisboa - Bairro do Avillez,€€,,"4,4",1 152 comentários no Google,€€,"R. Nova da Trindade 18, 1200-235 Lisboa","['Comer no local', 'Take away']"
0,Eat Pray Love Lisboa,€€,,"4,4",54 comentários no Google,€€,"Tv. do Carvalho 29, 1200-097 Lisboa","['Comer no local', 'Take away']"
0,O FAIA,€€,,"4,5",617 comentários no Google,€€,"R. da Barroca 54 56, 1200-050 Lisboa","['Comer no local', 'Não serve take away', 'Não faz entregas']"
0,Sr. Fado,€€,,"4,4",424 comentários no Google,€€,"R. dos Remédios 176, 1100-304 Lisboa","['Comer no local', 'Não faz entregas']"
0,Avenida SushiCafé,€€€,,"4,4",656 comentários no Google,€€€,"R. Barata Salgueiro 28, 1250-044 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Encosta,Restaurante,,"4,7",23 comentários no Google,,"R. das Taipas 41A, 1250-092 Lisboa","['Comer no local', 'Take away']"
0,Restaurante Japonês - JAPONÊS SUSHI RESTAURANTE & BAR,€,,"4,7",165 comentários no Google,€,"R. das Trinas 22, 1200-858 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Pizza Alif Kebab,Restaurante halal,,"4,5",666 comentários no Google,,"R. Barros Queirós 6, 1100-077 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Trobadores - Taberna Medieval,€€,,"4,4",1 184 comentários no Google,€€,"R. de São Julião nº27, 1100-524 Lisboa","['Comer no local', 'Take away']"
0,French Arth,€€,,"4,6",283 comentários no Google,€€,"R. de São Bento 30, 1200-819 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Clube de Fado - Fado & Food Group,€€€,,"4,2",1 200 comentários no Google,€€€,"R. de São João da Praça 86, 1100-135 Lisboa","['Comer no local', 'Não serve take away', 'Não faz entregas']"
0,Bao Lisbon,Restaurante,,"4,1",8 comentários no Google,,"R. Tierno Galvan 4B, 1250-096 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Best kebab & Pizza house,Comida rápida,,"4,4",249 comentários no Google,,"R. da Atalaia 56, 1200-042 Lisboa","['Comer no local', 'Com recolha móvel', 'Entrega sem contacto']"
0,Dim Sum Lounge Amoreiras,Restaurante,,"4,3",167 comentários no Google,,"Av. Eng. Duarte Pacheco, 1070-103 Lisboa","['Comer no local', 'Com recolha móvel', 'Entrega']"
0,Telepizza Santa Apolónia,Pizaria,,"1,0",2 comentários no Google,,"Estação de Santa Apolónia, 1100-279 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Tasca da Esquina,European restaurant,"Simple, cafe-style restaurant with Portuguese tapas reinvented by local celeb chef Vitor Sobral.",4.3,757 Google reviews,£££,"R. Domingos Sequeira 41C, 1350-119 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Guacamole,Mexican restaurant,,4.1,"1,146 Google reviews",££,"R. Moeda 2, 1200-275 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
0,Tapas Bar 47,Restaurant,,3.8,342 Google reviews,££,"R. do Alecrim 47, 1200-015 Lisboa, Portugal",
0,Restaurante Casa da Índia,Restaurant,,4.2,"1,897 Google reviews",,"Rua do Loreto 49 51, 1200-471 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Henrique Sá Pessoa - Mercado da Ribeira,Restaurant,,3.5,67 Google reviews,,"R. Ribeira Nova 50, 1200-109 Lisboa, Portugal","['Dine-in', 'Delivery']"
0,O Bitoque da Mouraria,Restaurant,,4.3,59 Google reviews,,"R. das Olarias, 1100-380 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Ikigai Japanese Restaurant,Restaurant,,4.8,45 Google reviews,,"R. Rosa Araújo 35, 1250-098 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Cantinho de São José,Restaurant,,4.4,602 Google reviews,£,"R. São José 94, 1150-324 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Caxemira,Indian restaurant,,4.5,425 Google reviews,££,"R. Condes de Monsanto 4, 1100-159 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Dhaka restaurant,Restaurant,,3.8,254 Google reviews,£,"R. do Benformoso 220, 1100-395 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Maria do Carmo Restaurant,Restaurant,,4.1,88 Google reviews,,"R. da Oliveira ao Carmo 1, 1200-092 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Hard Rock Cafe Lisbon,American restaurant,Rock ’n’ roll-themed chain with a high-energy vibe serving burgers & American classics.,4.4,"14,763 Google reviews",££,"Av. da Liberdade 2, 1250-144 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,O Botanista / Orteá Vegan Collective,Vegan restaurant,Health-conscious meals & cocktails served in a relaxed vegan restaurant with outdoor seating.,4.6,948 Google reviews,££,"Rua Dom Luís I 19, 1200-109 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
0,Fumeiro de Santa Catarina,Restaurant,"Cool, snug spot with a vintage vibe showcasing Portuguese plates with smoked ingredients, plus wine.",4.6,325 Google reviews,££,"Tv. Alcaide 4C, 1200-013 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pinóquio,Seafood restaurant,Seafood specialties served in a streamlined restaurant that has a laid-back ambiance & a terrace.,4.1,"2,260 Google reviews",££,"R. de Santa Justa 54, 1100-485 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Tamarind,Indian restaurant,,4.2,401 Google reviews,££,"Rua da Glória 43, 1250-115 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Bambu,Vietnamese restaurant,,4.5,353 Google reviews,£,"R. do Salitre 38, 1250-144 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Alfama Cellar,Restaurant,,4.5,703 Google reviews,££,"R. dos Remédios 127 131, 1100-451 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Sol e Pesca,Seafood restaurant,"Low-key, fishing-themed nook with a patio serving a vast array of canned seafood, plus beer & wine.",4.3,"1,066 Google reviews",£,"R. Nova do Carvalho 44, 1200-019 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,S,Restaurant,,4.2,332 Google reviews,££,"R. São Filipe Neri 14, 1250-227 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Solar 31 - Peixe e Marisco,Restaurante,,"4,7",38 comentários no Google,,"Calçada Santana 1, 1150-169 Lisboa","['Comer no local', 'Com recolha móvel', 'Entrega sem contacto']"
0,Caso Sério,€,,"4,3",397 comentários no Google,€,"Cruzes da Sé 5, 1100-192 Lisboa","['Comer no local', 'Não serve take away']"
0,farol de santa luzia lisbon,Restaurante,,,,,"R. da Rosa 188, 1200-408 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Han - Table Barbecue,€,,"4,6",400 comentários no Google,€,"R. Gomes Freire 11B, 1150-119 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Toma Lá Dá Cá,€,,"4,4",621 comentários no Google,€,"Tv. do Sequeiro 38, 1200-441 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Senhor Peixe,Restaurante,,"5,0",2 comentários no Google,,1150-343 Lisboa,"['Comer no local', 'Take away']"
0,daPrata52 - Petiscos ¦ Tapas,€€,,"4,7",1 211 comentários no Google,€€,"Rua da Prata 52, 1100-150 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Jesus é Goês,Restaurant,,4.4,511 Google reviews,££,"R. São José 23, 1150-352 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Jardim das Cerejas,Vegan restaurant,,4.5,"1,246 Google reviews",£,"Calçada do Sacramento 36, 1200-394 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Parreirinha de Alfama,Portuguese restaurant,Homespun Portuguese restaurant specializing in big portions & traditional Fado singing.,4.4,599 Google reviews,£££,"Beco do Espírito Santo 1, 1100-222 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Horácio Trattoria - Gastronomia,Vegan restaurant,,4.6,161 Google reviews,,"Beco da Lapa 31, 1100-331 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Prego Lisboa,Restaurant,,3.8,16 Google reviews,,"1250 096, R. Alexandre Herculano 17, Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,LUZ da ESTRELA,Restaurant,,3.9,14 Google reviews,,"R. da Bela Vista à Lapa 43, 1200-667 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Valdo Gatti Pizza Bio,Pizza restaurant,,4.7,"1,205 Google reviews",££,"R. do Gremio Lusitano 13, 1200-211 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Break,Breakfast restaurant,,4.6,169 Google reviews,,"R. do Poço dos Negros 73, 1200-348 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Spicy,Indian restaurant,,4.3,489 Google reviews,£,"R. do Benformoso 203, 1100-085 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Natraj Tandoori,Indian restaurant,,4.4,607 Google reviews,££,"R. dos Sapateiros 171, 1100-577 Lisboa, Portugal","['Dine-in', 'Delivery']"
0,O Tavares,Restaurante,,"4,5",41 comentários no Google,,"R. Gomes Freire 72A, 1150-175 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Bello Forno,Restaurante,,"4,1",152 comentários no Google,,"Campo das Cebolas 50, 1100-070 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,XL,€€€,,"4,5",178 comentários no Google,€€€,"Calçada da Estrela 57, 1200-661 Lisboa",
0,restaurants,Restaurante,,"5,0",1 comentário no Google,,"R. do Duque 21 1, 1200-092 Lisboa","['Comer no local', 'Não faz entregas']"
0,Lisboa,Restaurante,,,,,"R. Artilharia 1 51, 1250-096 Lisboa","['Comer no local', 'Não faz entregas']"
0,Brasserie Lisboa,Restaurante,,,,,"Praça da Figueira 16, 1100-240 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Restaurante do Azeite,Restaurante,,"4,5",64 comentários no Google,,"Rua da Prata 231, 1100-619 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Nepal,Restaurante Nepalês,,"5,0",2 comentários no Google,,"Rua do Conde de Redondo 143A, 1150-006 Lisboa","['Comer no local', 'Take away']"
0,Restaurante,Restaurante,,"5,0",11 comentários no Google,,"R. Ataíde 4, 1200-273 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Andorra,Restaurante,,"3,0",94 comentários no Google,,"R. das Portas de Santo Antão 76, 1150-265 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,A Trempe,€€,,"4,4",287 comentários no Google,€€,"R. Coelho da Rocha 11, 1250-087 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Nicolau Lisboa,Cafe,,4.3,"3,218 Google reviews",££,"R. de São Nicolau 17, 1100-547 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Radhuni,Restaurant,,3.7,163 Google reviews,,"R. do Benformoso 155 A B, 1100-084 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Nui Sushi & Thai bar,Sushi restaurant,,4.3,392 Google reviews,£,"R. Maria Andrade 64A, 1170-218 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,A Travessa do Fado (Museu do Fado),Restaurant,Modern daytime cafe in music museum serves Portuguese dishes with live acts until late each evening.,4.2,210 Google reviews,££,"Largo do Chafariz de Dentro 1, 1100-172 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Haweli Tandoori,Restaurant,,4.5,318 Google reviews,££,"Tv. do Monte 14, 1170-255 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,The Botanical Den,Cocktail bar,,4.7,87 Google reviews,,"R. da Atalaia 153, 1200-039 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Poké Bowls,Restaurant,,3.9,172 Google reviews,,"R. Tierno Galvan 4, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Pizzeria Romana al Taglio,Pizza Takeaway,,4.5,759 Google reviews,£,"Rua da Conceição 44, 1100-154 Lisboa, Portugal","['Dine-in', 'Drive-through', 'No-contact delivery']"
0,Hidden Chinese Restaurant,Chinese restaurant,,4.2,948 Google reviews,£,"R. da Guia 9 1, 1100-132 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,TOPO MARTIM MONIZ,Cocktail bar,Trendy rooftop cocktail bar featuring international cuisine & views of the city.,4.3,"2,641 Google reviews",££,"Centro Comercial Martim Moniz 6 Esq, Praça Martim Moniz, 1100-341 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Parreirinha de São Vicente,Restaurant,,4.4,163 Google reviews,£,"Calçada de São Vicente 54, 1100-571 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Brunch Café,Brunch restaurant,"Low-key, cozy option with a colorful dining room whipping up classic brunch dishes all day.",4.5,"1,077 Google reviews",££,"Rua da Alfândega 120, 1100-016 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Moules & Beer,Belgian restaurant,,4.3,856 Google reviews,££,"R. 4 de Infantaria 29D, 1350-266 Lisboa, Portugal",
0,Cafe de Rio - Gourmet Burgers,Restaurant,,3.8,9 Google reviews,,"R. Artilharia 1 16b, 1250-039 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Dim Sum,Restaurant,,4.3,167 Google reviews,,"Av. Eng. Duarte Pacheco, 1070-103 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
0,Café Luso - Fado & Food Group,Fado restaurant,Timeless restaurant in cellar & stables of 17th-century palace with local dishes & live fado music.,3.9,701 Google reviews,££,"Tv. da Queimada 10, 1200-365 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
0,Neighbourhood Cafe Lisbon,Cafe,,4.7,211 Google reviews,,"Largo do Conde Barão 25, 1200-163 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No delivery']"
0,Rooftop The Art Inn Lisbon,Restaurant,,4.8,14 Google reviews,,"R. 1º de Dezembro 31, 1250-357 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
0,Franguinho do Príncipe,Chicken restaurant,,4.8,61 Google reviews,,"R. da Imprensa Nacional 116 B, 1250-127 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
0,Ao 26,Vegan restaurant,,4.6,"1,770 Google reviews",££,"R. Vítor Cordon 26, 1200-484 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Vitaminas Garrett,Fast food restaurant,,3.9,121 Google reviews,££,"R. Garrett 58, 1200-309 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Taste of Lisbon,Restaurant,,4.2,5 Google reviews,,"R. do Benformoso 133-A, 1100-083 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
0,Gallery Club - Night Club Lisbon,Restaurant,,4,160 Google reviews,£££,"Av. Duque de Loulé 51B, 1050-087 Lisboa, Portugal",['Dine-in']
0,Chave D'Ouro,Restaurant,,2.2,45 Google reviews,,"Largo do Chafariz de Dentro 30, 1100-605 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Delirium Café Lisboa,Cafe,,4.5,"2,707 Google reviews",££,"Calçada Nova de São Francisco 2A, 1200-289 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Fábrica da Nata,Restaurant,,4.4,19 Google reviews,,"Praça dos Restauradores 62, 1249-970 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,PappaRoti Portugal,Art cafe,,4.2,72 Google reviews,,"R. Áurea 52, 1100-063 Lisboa, Portugal",
0,Cafe mañanero lisbon,Restaurant,,3.2,5 Google reviews,,"Travessa dos Machados 6 11, 1100-135 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,FÁBRICA COFFEE ROASTERS,€€,,"4,4",1 801 comentários no Google,€€,"R. das Portas de Santo Antão 136, 1150-269 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Starbucks,€€,,"4,2",868 comentários no Google,€€,"R. do Carmo 2, 1200-094 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Copenhagen Coffee Lab & Bakery,€€,,"4,3",806 comentários no Google,€€,"R. Nova da Piedade 10, 1200-192 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,How about Coffee,€,,"4,9",174 comentários no Google,€,"R. Abade Faria 54B, 1900-008 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Fábrica Coffee Roasters,Coffee shop,,4.4,"1,801 Google reviews",££,"R. das Portas de Santo Antão 136, 1150-269 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Buna Specialty Coffee Shop,Cafe,,4.9,95 Google reviews,,"R. do Poço dos Negros 168, 1200-267 Lisboa, Portugal",
0,COMOBÁ,Cafe,,4.5,657 Google reviews,££,"Rua de S. Paulo 99, 1200-109 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
0,FÁBRICA COFFEE SHOP,Coffee roasters,,4.5,850 Google reviews,££,"Rua das Flores 63, 1200-193 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Copenhagen Coffee Lab - Baixa,Cafe,,4.7,3 Google reviews,,"R. dos Douradores 188, 1100-204 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Copenhagen Coffee Lab - Alfama,Cafe,,4.1,540 Google reviews,££,"Escolas Gerais 34, 1100-213 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Banana Cafe,Cafe,,4,"1,422 Google reviews",££,"Av. da Liberdade 18, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,SO Coffee Roasters - Lisboa,Coffee shop,,4.6,87 Google reviews,,"Calçada do Sacramento 30, 1200-394 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Simpli,Coffee shop,,4.5,211 Google reviews,,"Av. Fontes Pereira de Melo nº41 loja C, 1050-119 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Heim Cafe,Cafe,"Cozy Portuguese cafe with a warm vibe offering breakfast through dinner, plus coffee & local wines.",4.6,"1,432 Google reviews",££,"R. Santos-O-Velho 2 e 4, 1200-109 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Simpli Coffee & Bakery,Cafe,,4.5,640 Google reviews,££,"R. Braamcamp 64, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Le Petit Prince Cafe Culture,Cafe,,4.6,330 Google reviews,,"R. Cecílio de Sousa 1a, 1200-098 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,MELBOURNE coffeehouse,Coffee shop,,4.7,248 Google reviews,,"Rua do Possolo 52, 1350-250 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Give it a Shot - Speciality Coffee,Cafe,,4.4,47 Google reviews,,"Rua Dom Luís I 22, 1200-109 Lisboa, Portugal","['Dine-in', 'Takeaway']"
